Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image
Nifty50+,@queenmiserable,2023-09-23T23:57:38.000Z,False,"Dead
Deed",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1704034813022203904/BmykoqfZ_normal.jpg
くろくろ,@krokro_krokro,2023-09-23T23:57:23.000Z,True,"私も来年の新NISAでインド株投資もポートフォリオにトッピングしようと思ってるので参考になる記事でした！

しかも投資信託「iFreeNEXT インド株インデックス（Nifty50連動商品）」は信託報酬が「0.781%→0.473%」に変更になるのでインド株にしては低めの手数料になるので、かなり魅力的",1,0,3,"1,511",[],[],['\\u2728'],https://pbs.twimg.com/profile_images/1695227563898195969/dnCgBvrP_normal.jpg
Nifty50+,@queenmiserable,2023-09-23T23:56:50.000Z,False,Well this situation definitely calls for it!,0,0,1,16,[],[],[],https://pbs.twimg.com/profile_images/1704034813022203904/BmykoqfZ_normal.jpg
Nifty50+,@queenmiserable,2023-09-23T23:53:36.000Z,False,No!,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1704034813022203904/BmykoqfZ_normal.jpg
Nifty50+,@queenmiserable,2023-09-23T23:52:56.000Z,False,,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1704034813022203904/BmykoqfZ_normal.jpg
Sandeep Patil,@sandyins_patil,2023-09-23T23:41:33.000Z,False,#nifty50  at good support level,0,0,3,90,['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1705730755950002176/SECton6f_normal.jpg
fum,@fumh,2023-09-23T23:36:01.000Z,False,"9月15日に高値20220(未確認)をつけた
インドのNIFTY 5019674.25 -0.34%
4月の安値16830から約20.14%上昇
昨年の上昇率が高く、今年の期待値は低めでしたが。

高値から1割調整で18198

今週はPER、EPSの分析ではなく
INDIA Buffett Indicatorを
97.01
81% ～ 99%適正価値
木曜までは""過大評価""。",0,1,106,647,[],[],['\\U0001f1ee\\U0001f1f3'],https://pbs.twimg.com/profile_images/1134326322/contest_20_normal.jpg
株もっち〜@経済的自由の探求,株もっち〜@経済的自由の探求,2023-09-23T23:33:24.000Z,False,投信の手数料が安くなってきている。1678から乗り換えようか。 / 1件のコメント https://b.hatena.ne.jp/entry/s/www.americakabu.com/entry/Nifty50%E3%81%A8SENSEX#utm_campaign=bs_tw… “インド株インデックス、Nifty50とSENSEXを比較してみる - たぱぞうの米国株投資” (2 users),0,0,3,152,[],[],[],https://pbs.twimg.com/profile_images/1558320369794437121/yTKMSya1_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:17:14.000Z,False,"委託終了となった個人事業主の配達員3万人は今後どう生きていくのだろう。
変革の時代を生き残れるようにスキルアップしないといけない危機感を持ちます",0,0,2,"1,122",[],[],"['\\u203c\\ufe0f', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:12:53.000Z,False,カメムシ警報大変ですね,1,0,1,389,[],[],"['\\U0001f6a8', '\\U0001f632']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:12:18.000Z,False,面白そうな内容ですね,1,0,1,51,[],[],['\\U0001f632'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:11:38.000Z,False,ミスターインデックスマンの謎めいた過去、興味深いですね,1,0,3,99,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:08:13.000Z,False,"そば美味しそう(´,,•﹃•,,｀)
鹿┗┻━(　・`ω・´)┻┛ヤバいっすね(º∀º)",1,0,1,39,[],[],['\\U0001f525'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:07:17.000Z,False,ナリタブライアンさん、おはようございます日曜日も楽しみましょー,1,0,1,35,[],[],"['\\u2728', '\\u2728']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:06:35.000Z,False,はるちゃんさん、5555おめでとうございます,1,0,2,32,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:06:16.000Z,False,ぼたもちさん、おはようございます体調気を付けて本日も過ごしましょ( ･ㅂ･)و ̑,1,0,1,58,[],[],['\\u2728'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:05:37.000Z,False,はなさん、大切な心得、ありがとうございます,1,0,1,20,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:04:39.000Z,False,効果抜群ですね凄い,1,0,1,52,[],[],"['\\u203c\\ufe0f', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-23T23:04:09.000Z,False,朝活ランニング素晴らしいですね,1,0,1,61,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
