Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image
Nifty BankNifty,@UniverseInTrend,2023-09-25T23:58:41.000Z,False,#idfcfirstbank consolidation mode in this range. I think once it breaks this move will be fast to 115/120. Lot size of 15000 it's a good game. What's your view  ?#bank #nifty #nifty50 #sensex #stocks #banknifty #bnf #trading #fno #sharemarket,0,0,3,323,"['#idfcfirstbank', '#bank', '#nifty', '#nifty50', '#sensex', '#stocks', '#banknifty', '#bnf', '#trading', '#fno', '#sharemarket']",[],[],https://pbs.twimg.com/profile_images/1437603858356658177/_qAt4PJ8_normal.jpg
Dr. Kumar,@DeanOfJio1,2023-09-25T23:53:41.000Z,False,"BUY when Price is above 200 DMA

SELL when Price is below 200 DMA

Any ways to check on nifty 50?

Red and Blue lines are for S&P 500. ",2,1,3,210,[],"['@3rdr3r', '@gajohr', '@retweetgyan']",[],https://pbs.twimg.com/profile_images/1628704041810141185/UQsG-dfA_normal.jpg
ArthaSachi Venture,@ArthaSachi,2023-09-25T23:52:07.000Z,True,"INDIA is marching ahead

Driving only one moto  GrowthGrowthGrowth#INDIA #NSE #BSE   #BankNIFTY #NIFTY50 #VANDEBHARAT #INDIASHINING #RBI #NITINGADKARI #VandeBharatExpress",0,0,0,130,"['#INDIA', '#NSE', '#BSE', '#BankNIFTY', '#NIFTY50', '#VANDEBHARAT', '#INDIASHINING', '#RBI', '#NITINGADKARI', '#VandeBharatExpress']","['@NSEIndia', '@SENSEX_BSE']","['\\U0001f1ee\\U0001f1f3', '\\U0001f1ee\\U0001f1f3', '\\U0001f449', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f680', '\\U0001f1ee\\U0001f1f3']",https://pbs.twimg.com/profile_images/1689612983914352642/eQoKXiUe_normal.jpg
Stock Shorts,@sTocksHortsiNd,2023-09-25T23:25:29.000Z,False,"Markets might open Green, but would mostly end in RED.

No positive news and no momentum.

All highs might be sold into.#StockMarketindia #MarketUpdate #nifty50 #BSE #nseindia #InvestInIndia #Nifty",0,1,1,389,"['#StockMarketindia', '#MarketUpdate', '#nifty50', '#BSE', '#nseindia', '#InvestInIndia', '#Nifty']",[],[],https://pbs.twimg.com/profile_images/1659311338362118146/jFriIEVU_normal.jpg
ArthaSachi Venture,@ArthaSachi,2023-09-25T23:23:49.000Z,False,"GLOBAL & INDIAN MARKETS | 25th SEP 23 | DailyReport 

We have revised our INDIAN MARKETSMARCH 24TARGET#NIFTY5023,000#BANKNIFTY53,000

Look for our Top pick for the fiscal year 2023-24 Each one of them are out performerFollowUShttps://youtu.be/fHSv6Ng74w4?feature=shared… via ",0,0,1,72,"['#NIFTY50', '#BANKNIFTY']",['@YouTube'],"['\\U0001f449', '\\U0001f449', '\\U0001f449', '\\U0001f449', '\\U0001f449', '\\U0001f447']",https://pbs.twimg.com/profile_images/1689612983914352642/eQoKXiUe_normal.jpg
Nifty BankNifty,@UniverseInTrend,2023-09-25T23:18:23.000Z,False,Say no to extended trading hours for derivatives #Sebi #sharemarket #nifty #banknifty #nifty50 #bnf #sensex #trading #StockMarket,0,0,1,118,"['#Sebi', '#sharemarket', '#nifty', '#banknifty', '#nifty50', '#bnf', '#sensex', '#trading', '#StockMarket']",[],[],https://pbs.twimg.com/profile_images/1437603858356658177/_qAt4PJ8_normal.jpg
Magicbullindia,@Magicbullindia,2023-09-25T22:46:59.000Z,True,"#nifty50 :: Extended Hours

Where  is trying to meet global standards

This will increase the screen time as high as 11 hours at NSE

I personally feel it's alright because we're already trading a 14-15 hour at MCX

Globally Futures are traded 24 hours at many Exchanges… Show more",0,1,16,"5,123",['#nifty50'],['@NSEIndia'],[],https://pbs.twimg.com/profile_images/1571895381285539841/yp8JpCSk_normal.jpg
Diamond Of Option Trading,@DiamndofOptions,2023-09-25T22:29:01.000Z,False,Kp joining Diamond Grp Kp earning daily sure prfts Retweet 4 max reach #OptionsTrading #Options #optionbuying #optiontrading #optionbuyer #optionsbuyer #optiontrade #optionstrade #StocksToTrade #StockMarket #stockstowatch #stockstobuy #nifty50 #sharemarketindia,0,0,0,274,"['#OptionsTrading', '#Options', '#optionbuying', '#optiontrading', '#optionbuyer', '#optionsbuyer', '#optiontrade', '#optionstrade', '#StocksToTrade', '#StockMarket', '#stockstowatch', '#stockstobuy', '#nifty50', '#sharemarketindia']",[],"['\\U0001f48e', '\\U0001f48e', '\\u267b\\ufe0f', '\\u267b\\ufe0f', '\\u267b\\ufe0f']",https://pbs.twimg.com/profile_images/1521451537104396288/KiD2f1Pe_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-25T22:25:54.000Z,False,高くなってる,0,0,0,75,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-25T22:24:51.000Z,False,,0,0,0,579,[],[],[],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
