Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image
PROFIT MANTRA,@profiitmantra,2023-09-20T23:58:10.000Z,False,FED no changes in Rates#fedmeeting#FederalReserve #StockToWatch #StocksToBuy  #tradingstrategy #stockmarketcrash #niftyopation #nifty #bankniftyoption #OptionsTrading #optionbuying #nifty50 #tradingstrategy #TradingView,0,0,0,213,"['#fedmeeting', '#FederalReserve', '#StockToWatch', '#StocksToBuy', '#tradingstrategy', '#stockmarketcrash', '#niftyopation', '#nifty', '#bankniftyoption', '#OptionsTrading', '#optionbuying', '#nifty50', '#tradingstrategy', '#TradingView']",[],['\\U0001f44d'],https://pbs.twimg.com/profile_images/1404269333715423233/G9p6qvgu_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-20T23:27:38.000Z,False,視点、思考を変える大切さを学べました,1,0,1,412,[],[],['\\u2728'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-20T23:25:07.000Z,False,イチロー٩( ᐖ )۶⸜( ᐛ )⸝ｶｯｹｪｪｪ,0,0,0,56,[],[],[],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
INDIA Nifty 50,@indianifty50,2023-09-20T23:24:33.000Z,False,#HDFCBANK much more downside to 1400 likely. #banknifty #niftybank #nifty50 #icicibank #indusindbank #axisbank #sbin #nifty20000 #niftyfutures #stockmarketindia #IndiaCanada #G20India2023 #G20Bharat2023 #ModiGovernment,0,0,0,436,"['#HDFCBANK', '#banknifty', '#niftybank', '#nifty50', '#icicibank', '#indusindbank', '#axisbank', '#sbin', '#nifty20000', '#niftyfutures', '#stockmarketindia', '#IndiaCanada', '#G20India2023', '#G20Bharat2023', '#ModiGovernment']",[],[],https://pbs.twimg.com/profile_images/1579650413195771904/zs1lswx7_normal.jpg
iNiftyBull | iRealtyXpert,@irahulkumbhare,2023-09-20T23:11:52.000Z,False,"Systematic & Disciplined way to earn 50,000 Rs. Per Month through Options Trading. Follow the chart and see the difference #Nifty50 #FinNifty #BankNifty #MidCap #Sensex",0,0,3,258,"['#Nifty50', '#FinNifty', '#BankNifty', '#MidCap', '#Sensex']",[],"['\\U0001f911', '\\U0001f911', '\\U0001f911', '\\U0001f911', '\\U0001f911', '\\U0001f911', '\\U0001f911', '\\U0001f911', '\\U0001f911', '\\U0001f911']",https://pbs.twimg.com/profile_images/1654672466197790720/2OSILcxX_normal.jpg
Nifty50,@HowISeeIt50,2023-09-20T22:53:47.000Z,False,,0,0,0,3,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:52:53.000Z,False,Umm she was pulling the hog!!! Lol,0,0,0,3,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:51:26.000Z,False,Sarah Huckabee Sanders,0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:48:26.000Z,False,,0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:47:19.000Z,False,,0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:46:18.000Z,False,,0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-20T22:44:22.000Z,False,視点が素晴らしい,4,4,5,116,[],[],['\\U0001f44f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
Nifty50,@HowISeeIt50,2023-09-20T22:42:12.000Z,False,,0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:40:59.000Z,False,,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:40:16.000Z,False,,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:39:23.000Z,False,,0,0,1,6,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-20T22:38:45.000Z,False,金の神様を信じます,0,0,0,61,[],[],['\\U0001f47c'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-20T22:38:14.000Z,False,なるほど～,1,0,1,60,[],[],[],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
Nifty50,@HowISeeIt50,2023-09-20T22:37:43.000Z,False,,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-20T22:37:30.000Z,False,稼ぎましょう,1,0,1,89,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
Nifty50,@HowISeeIt50,2023-09-20T22:36:35.000Z,False,,0,0,0,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:35:48.000Z,False,,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:35:07.000Z,False,,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:31:13.000Z,False,,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:29:17.000Z,False,Aren’t you the guy who participated in pedophilia in Ohio,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
iNiftyBull | iRealtyXpert,@irahulkumbhare,2023-09-20T22:28:42.000Z,False,"Only for Risky Traders #Nifty50 21-9-23 Weekly Expiry.
19850 PE looks good between 15 to 20.
Pure Zero-Hero Trade.
SL - 0 - Trade with low quantity.
Target: #MoneyDouble Disclaimer: Lead for Educational Learning and Trading Purposes. 
Note: Not SEBI Registered.",1,0,1,225,"['#Nifty50', '#MoneyDouble']",[],"['\\U0001f6a8', '\\U0001f911', '\\U0001f911']",https://pbs.twimg.com/profile_images/1654672466197790720/2OSILcxX_normal.jpg
Nifty50,@HowISeeIt50,2023-09-20T22:26:59.000Z,False,,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:26:04.000Z,False,,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Nifty50,@HowISeeIt50,2023-09-20T22:24:06.000Z,False,,0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
iNiftyBull | iRealtyXpert,@irahulkumbhare,2023-09-20T22:14:59.000Z,False,Not Double. It’s Four times profit. Congratulations to all who have doubled or tripled their money  Nifty50 Jackpot.,1,0,0,51,[],[],"['\\U0001f911', '\\U0001f911', '\\U0001f911']",https://pbs.twimg.com/profile_images/1654672466197790720/2OSILcxX_normal.jpg
Chirag Shewale,@ChiragShewale3,2023-09-20T21:16:00.000Z,False,"#niftyOptions , #finnifty #BankNiftyOptions#TRADINGTIPS #optionbuying#OptionsTrading #Optionselling #OptionChain #fno #futurestrading #nifty50",0,0,1,118,"['#niftyOptions', '#finnifty', '#BankNiftyOptions', '#TRADINGTIPS', '#optionbuying', '#OptionsTrading', '#Optionselling', '#OptionChain', '#fno', '#futurestrading', '#nifty50']",[],[],https://pbs.twimg.com/profile_images/1402167653846765569/IFP5SQjs_normal.jpg
Nifty50+,@queenmiserable,2023-09-20T21:06:00.000Z,False,,0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1704034813022203904/BmykoqfZ_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-20T21:04:41.000Z,False,"今朝のモーサテより
FOMCのポイント
・今回利上げは見送り
・年内利上げには固執､24年金利見通しが予想よりも引き上げでタカ派的内容
・パウエル議長は引き締めによるインフレ抑制効果に自信を持っている",0,0,64,"1,295",[],[],[],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
Ajay A,@AjayAsam3,2023-09-20T20:53:34.000Z,False,"#nifty5021/09/2023#Thursday#StockMarket #India 
Support:19730,19800,19870
Resistance:19970,20050,20120",0,0,0,99,"['#nifty50', '#Thursday', '#StockMarket', '#India']",[],[],https://pbs.twimg.com/profile_images/1537796226770665472/D3Hzh9sH_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-20T20:51:46.000Z,False,自然の営みですからねありのままでいいんですよ,0,0,0,152,[],[],['\\U0001f331'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
Nifty50+,@queenmiserable,2023-09-20T20:48:46.000Z,False,,1,0,0,19,[],[],"['\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1704034813022203904/BmykoqfZ_normal.jpg
moks,@MokaBhikshalu,2023-09-20T20:48:02.000Z,False,"  
Will Suzlon be in NIFTY 50 in future",0,0,0,141,[],"['@Suzlon', '@tanti_girish']",[],https://pbs.twimg.com/profile_images/1637545427666108416/HVldHDFY_normal.jpg
